HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,Final Blows,AbilityDamage,DefenseSheild,MeteorKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
7,Doomfist,9/6/2020,22.45,7.35,1.03,9620,10.57,27.00%,61.00%,5119,2167,2.27,2.12,0.12,2.2,0.63,0.71,0.85,56.62%,1.88%,1.54%
