HeroId,Name,Weekof,Elims,ObjKills,ObjTime(min),Damage,Healing,AvgDeath,WeaponAcc,HealingAcc,DMG Amped,KD Ratio,VotingCards,Medals,GoldMed,SilverMed,BronzeMed,Heal Amped,Lives Saved,MaxWinRate,MaxPickRate,MaxTieRate
3,Baptiste,9/6/2020,10.97,5.29,1.23,5383,11471,7.6,29%,65%,670,1.5,0.39,1.73,0.65,0.69,0.39,125,3.47,46.80%,1.41%,2.84%
