HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,FinalBlows,EnvKills,OffAssists,DMGBlocked,DMGAmped,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
17,Orisa,9/6/2020,21.32,11.99,2.13,14009,7.69,27%,5.11,0.15,14.2,19046,3093,2.77,0.4,2.63,0.99,0.8,0.85,50.32%,2.30%,0.32%
