HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,FinalBlows,SoloKills,EnvKills,EnemyTraps,TireKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
11,Junkrat,9/6/2020,22.42,8.86,0.98,18523,9.16,30%,13.98,3.58,0.03,5.77,4.22,2.45,0.25,2.53,0.94,0.78,0.81,51.45%,2.30%,2.00%
