HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Healing,Deaths,FinalBlows,SoloKills,DefAssists,BeamKills,BeamHealing,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
16,Moira,9/6/2020,24.25,12.45,1.65,7672,13204,7.09,5.45,0.56,23.84,6.59,2104.15,3.42,0.64,6.1,1.5,0.91,0.69,49.04%,2.25%,4.59%
