HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,SelfHealing,Deaths,WeaponAcc,CriticalHits,FinalBlows,SoloKills,BombsStuck,BombKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
27,Tracer,9/6/2020,24.85,9.14,1.1,11333,935,8.96,35%,7.90%,11.72,2.7,2.06,2.76,2.77,0.19,2.47,0.81,0.81,0.85,51.46%,1.48%,2.17%
