HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,AvgDeaths,WeaponAcc,CriticalHits,DmgReflected,FinalBlows,SoloKills,DragonKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
9,Genji,9/6/2020,25.53,8.23,1.26,14177,9.13,30%,9.50%,1.779,13.51,2.07,6.09,2.8,0.3,2.6,0.96,0.83,0.82,51.54%,1.95%,4.79%
