HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Healing,Deaths,WeaponAcc,CriticalHits,FinalBlows,BioticFields,HelixKills,VisorKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
23,Soldier: 76,9/6/2020,25.81,10.01,0.88,16817,1872,8.54,37%,6.10%,12.47,16.92,8.98,4.41,3.02,0.33,3.09,1.11,0.8,1.19,52.90%,1.89%,2.48%
