HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,DMGBlocked,DMGAbsorbed,AccretionKills,FluxKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
22,Sigma,9/6/2020,22.6,11.32,2.1,15040,6.73,15330,2821,4.95,3.11,3.36,0.36,3.1,1.13,1.03,0.94,51.03%,2.23%,1.68%
