HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,FinalBlows,PortalTrips,DMGBlocked,PhotonKills,SentryKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
25,Symmetra,9/6/2020,24.09,12.78,1.26,14163,8.34,30%,9.7,23.57,4287,10.85,13.24,2.89,0.32,2.88,1.08,0.91,0.88,58.81%,3.36%,0.55%
