HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,CriticalHits,FinalBlows,SoloKills,StormKill,DragonKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
10,Hanzo,9/6/2020,22.48,8.22,0.83,15850,8.75,33%,12%,61%,2.95,5.96,3.46,2.57,0.19,2.38,0.83,0.76,0.78,50.96%,1.94%,2.43%
