HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,AvgEnergy,DMGBlocked,PowerKills,GravitonKills,ProjBarriers,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
31,Zarya,9/6/2020,25.82,12.09,1.88,15275,6.91,41%,41.71%,6705,17.13,4.54,32.51,3.74,0.46,3.26,1.27,1.1,0.9,52.35%,2.20%,11.49%
