HeroId,Name,Date,Elims,ObjKills,ObjTime,Damage,Deaths,WeaponAcc,FinalBlows,SoloKills,EnvKills,KD Ratio,VotingCards,Medals,GoldMedals,SilverMedals,BronzeMedals,MaxWinRate,MaxTieRate,MaxPickRate
30,WrekingBall,9/6/2020,20.75,9.68,2.15,11756,7.35,33%,7.51,1.31,0.48,2.82,0.22,2.94,1,0.95,0.99,51.76%,1.76%,2.77%
